sep=,
type_sped,block,code,required,in_required,out_required,level,card,spec_required,spec_in,spec_out,desc,register,index,code,type,required,in_required,out_required,conditional_required,conditional_out_required,conditional_in_required,length,xsd_type,decimal,spec_type,spec_required,spec_in,spec_out,values,spec_values,rules,desc
EFD-ICMS-IPI,C,C500,,True,True,2,V,,O,O,"Nota Fiscal/Conta de Energia Elétrica (código 06), Nota Fiscal de Energia Elétrica Eletrônica (código 66) , Nota Fiscal/Conta de fornecimento dágua canalizada (código 29) e Nota Fiscal/Consumo Fornecimento de Gás (Código 28)",C500,33,COD_CTA,char,,,,,True,True,,,,C,,OC,OC,,,,Código da conta analítica contábil debitada/creditada
EFD-ICMS-IPI,C,C500,,True,True,2,V,,O,O,"Nota Fiscal/Conta de Energia Elétrica (código 06), Nota Fiscal de Energia Elétrica Eletrônica (código 66) , Nota Fiscal/Conta de fornecimento dágua canalizada (código 29) e Nota Fiscal/Consumo Fornecimento de Gás (Código 28)",C500,34,COD_MOD_DOC_REF,char,,,,,True,True,002*,numeric_code,,N,,OC,OC,,,,"Código do modelo do documento fiscal referenciado, conforme a Tabela 4.1.1"
EFD-ICMS-IPI,C,C500,,True,True,2,V,,O,O,"Nota Fiscal/Conta de Energia Elétrica (código 06), Nota Fiscal de Energia Elétrica Eletrônica (código 66) , Nota Fiscal/Conta de fornecimento dágua canalizada (código 29) e Nota Fiscal/Consumo Fornecimento de Gás (Código 28)",C500,35,HASH_DOC_REF,char,,,,,True,True,32,,,C,,OC,OC,,,,Código de autenticação digital do registro (Convênio 115/2003).
EFD-ICMS-IPI,C,C500,,True,True,2,V,,O,O,"Nota Fiscal/Conta de Energia Elétrica (código 06), Nota Fiscal de Energia Elétrica Eletrônica (código 66) , Nota Fiscal/Conta de fornecimento dágua canalizada (código 29) e Nota Fiscal/Consumo Fornecimento de Gás (Código 28)",C500,36,SER_DOC_REF,char,,,,,True,True,004,,,C,,OC,OC,,,,Série do documento fiscal referenciado.
EFD-ICMS-IPI,C,C500,,True,True,2,V,,O,O,"Nota Fiscal/Conta de Energia Elétrica (código 06), Nota Fiscal de Energia Elétrica Eletrônica (código 66) , Nota Fiscal/Conta de fornecimento dágua canalizada (código 29) e Nota Fiscal/Consumo Fornecimento de Gás (Código 28)",C500,37,NUM_DOC_REF,char,,,,,True,True,009,numeric_code,,N,,OC,OC,,,,Número do documento fiscal referenciado.
EFD-ICMS-IPI,C,C500,,True,True,2,V,,O,O,"Nota Fiscal/Conta de Energia Elétrica (código 06), Nota Fiscal de Energia Elétrica Eletrônica (código 66) , Nota Fiscal/Conta de fornecimento dágua canalizada (código 29) e Nota Fiscal/Consumo Fornecimento de Gás (Código 28)",C500,38,MES_DOC_REF,char,,,,,True,True,006*,numeric_code,,N,,OC,OC,,,,Mês e ano da emissão do documento fiscal referenciado.
EFD-ICMS-IPI,C,C500,,True,True,2,V,,O,O,"Nota Fiscal/Conta de Energia Elétrica (código 06), Nota Fiscal de Energia Elétrica Eletrônica (código 66) , Nota Fiscal/Conta de fornecimento dágua canalizada (código 29) e Nota Fiscal/Consumo Fornecimento de Gás (Código 28)",C500,39,ENER_INJET,float,,,,,True,True,,,2,N,,OC,OC,,,,Energia injetada
EFD-ICMS-IPI,C,C500,,True,True,2,V,,O,O,"Nota Fiscal/Conta de Energia Elétrica (código 06), Nota Fiscal de Energia Elétrica Eletrônica (código 66) , Nota Fiscal/Conta de fornecimento dágua canalizada (código 29) e Nota Fiscal/Consumo Fornecimento de Gás (Código 28)",C500,40,OUTRAS_DED,float,,,,,True,True,,,2,N,,OC,OC,,,,Outras deduções
EFD-ICMS-IPI,C,C510,,,True,3,1:N,,Não apresentar,O,"Itens do Documento - Nota Fiscal/Conta de Energia Elétrica (código 06), Nota Fiscal/Conta de fornecimento d'água canalizada (código 29) e Nota Fiscal/Conta Fornecimento de Gás (Código 28)",C510,2,NUM_ITEM,char,,,True,,,,003,numeric_code,,N,,,O,,,,Número sequencial do item no documento fiscal
EFD-ICMS-IPI,C,C510,,,True,3,1:N,,Não apresentar,O,"Itens do Documento - Nota Fiscal/Conta de Energia Elétrica (código 06), Nota Fiscal/Conta de fornecimento d'água canalizada (código 29) e Nota Fiscal/Conta Fornecimento de Gás (Código 28)",C510,3,COD_ITEM,char,,,True,,,,060,,,C,,,O,,,,Código do item (campo 02 do Registro 0200)
EFD-ICMS-IPI,C,C510,,,True,3,1:N,,Não apresentar,O,"Itens do Documento - Nota Fiscal/Conta de Energia Elétrica (código 06), Nota Fiscal/Conta de fornecimento d'água canalizada (código 29) e Nota Fiscal/Conta Fornecimento de Gás (Código 28)",C510,4,COD_CLASS,char,,,,,True,,004*,numeric_code,,N,,,OC,,,,"Código de classificação do item de energia elétrica, conforme a Tabela 4.4.1"
EFD-ICMS-IPI,C,C510,,,True,3,1:N,,Não apresentar,O,"Itens do Documento - Nota Fiscal/Conta de Energia Elétrica (código 06), Nota Fiscal/Conta de fornecimento d'água canalizada (código 29) e Nota Fiscal/Conta Fornecimento de Gás (Código 28)",C510,5,QTD,float,,,,,True,,,,03,N,,,OC,,,,Quantidade do item
EFD-ICMS-IPI,C,C510,,,True,3,1:N,,Não apresentar,O,"Itens do Documento - Nota Fiscal/Conta de Energia Elétrica (código 06), Nota Fiscal/Conta de fornecimento d'água canalizada (código 29) e Nota Fiscal/Conta Fornecimento de Gás (Código 28)",C510,6,UNID,char,,,,,True,,006,,,C,,,OC,,,,Unidade do item (Campo 02 do registro 0190)
EFD-ICMS-IPI,C,C510,,,True,3,1:N,,Não apresentar,O,"Itens do Documento - Nota Fiscal/Conta de Energia Elétrica (código 06), Nota Fiscal/Conta de fornecimento d'água canalizada (código 29) e Nota Fiscal/Conta Fornecimento de Gás (Código 28)",C510,7,VL_ITEM,float,,,True,,,,,,02,N,,,O,,,,Valor do item
EFD-ICMS-IPI,C,C510,,,True,3,1:N,,Não apresentar,O,"Itens do Documento - Nota Fiscal/Conta de Energia Elétrica (código 06), Nota Fiscal/Conta de fornecimento d'água canalizada (código 29) e Nota Fiscal/Conta Fornecimento de Gás (Código 28)",C510,8,VL_DESC,float,,,,,True,,,,02,N,,,OC,,,,Valor total do desconto
EFD-ICMS-IPI,C,C510,,,True,3,1:N,,Não apresentar,O,"Itens do Documento - Nota Fiscal/Conta de Energia Elétrica (código 06), Nota Fiscal/Conta de fornecimento d'água canalizada (código 29) e Nota Fiscal/Conta Fornecimento de Gás (Código 28)",C510,9,CST_ICMS,char,,,True,,,,003*,numeric_code,,N,,,O,,,,"Código da Situação Tributária, conforme a Tabela indicada no item 4.3.1"
EFD-ICMS-IPI,C,C510,,,True,3,1:N,,Não apresentar,O,"Itens do Documento - Nota Fiscal/Conta de Energia Elétrica (código 06), Nota Fiscal/Conta de fornecimento d'água canalizada (código 29) e Nota Fiscal/Conta Fornecimento de Gás (Código 28)",C510,10,CFOP,char,,,True,,,,004*,numeric_code,,N,,,O,,,,Código Fiscal de Operação e Prestação
EFD-ICMS-IPI,C,C510,,,True,3,1:N,,Não apresentar,O,"Itens do Documento - Nota Fiscal/Conta de Energia Elétrica (código 06), Nota Fiscal/Conta de fornecimento d'água canalizada (código 29) e Nota Fiscal/Conta Fornecimento de Gás (Código 28)",C510,11,VL_BC_ICMS,float,,,,,True,,,,02,N,,,OC,,,,Valor da base de cálculo do ICMS
EFD-ICMS-IPI,C,C510,,,True,3,1:N,,Não apresentar,O,"Itens do Documento - Nota Fiscal/Conta de Energia Elétrica (código 06), Nota Fiscal/Conta de fornecimento d'água canalizada (código 29) e Nota Fiscal/Conta Fornecimento de Gás (Código 28)",C510,12,ALIQ_ICMS,float,,,,,True,,006,,02,N,,,OC,,,,Alíquota do ICMS
EFD-ICMS-IPI,C,C510,,,True,3,1:N,,Não apresentar,O,"Itens do Documento - Nota Fiscal/Conta de Energia Elétrica (código 06), Nota Fiscal/Conta de fornecimento d'água canalizada (código 29) e Nota Fiscal/Conta Fornecimento de Gás (Código 28)",C510,13,VL_ICMS,float,,,,,True,,,,02,N,,,OC,,,,Valor do ICMS creditado/debitado
EFD-ICMS-IPI,C,C510,,,True,3,1:N,,Não apresentar,O,"Itens do Documento - Nota Fiscal/Conta de Energia Elétrica (código 06), Nota Fiscal/Conta de fornecimento d'água canalizada (código 29) e Nota Fiscal/Conta Fornecimento de Gás (Código 28)",C510,14,VL_BC_ICMS_ST,float,,,,,True,,,,02,N,,,OC,,,,Valor da base de cálculo referente à substituição tributária
EFD-ICMS-IPI,C,C510,,,True,3,1:N,,Não apresentar,O,"Itens do Documento - Nota Fiscal/Conta de Energia Elétrica (código 06), Nota Fiscal/Conta de fornecimento d'água canalizada (código 29) e Nota Fiscal/Conta Fornecimento de Gás (Código 28)",C510,15,ALIQ_ST,float,,,,,True,,006,,02,N,,,OC,,,,Alíquota do ICMS da substituição tributária na unidade da federação de destino
EFD-ICMS-IPI,C,C510,,,True,3,1:N,,Não apresentar,O,"Itens do Documento - Nota Fiscal/Conta de Energia Elétrica (código 06), Nota Fiscal/Conta de fornecimento d'água canalizada (código 29) e Nota Fiscal/Conta Fornecimento de Gás (Código 28)",C510,16,VL_ICMS_ST,float,,,,,True,,,,02,N,,,OC,,,,Valor do ICMS referente à substituição tributária
EFD-ICMS-IPI,C,C510,,,True,3,1:N,,Não apresentar,O,"Itens do Documento - Nota Fiscal/Conta de Energia Elétrica (código 06), Nota Fiscal/Conta de fornecimento d'água canalizada (código 29) e Nota Fiscal/Conta Fornecimento de Gás (Código 28)",C510,17,IND_REC,char,,,True,,,,001*,,,C,,,O,,,,Indicador do tipo de receita: 0- Receita própria; 1- Receita de terceiros
EFD-ICMS-IPI,C,C510,,,True,3,1:N,,Não apresentar,O,"Itens do Documento - Nota Fiscal/Conta de Energia Elétrica (código 06), Nota Fiscal/Conta de fornecimento d'água canalizada (código 29) e Nota Fiscal/Conta Fornecimento de Gás (Código 28)",C510,18,COD_PART,char,,,,,True,,060,,,C,,,OC,,,,"Código do participante receptor da receita, terceiro da operação (campo 02 do Registro 0150)"
EFD-ICMS-IPI,C,C510,,,True,3,1:N,,Não apresentar,O,"Itens do Documento - Nota Fiscal/Conta de Energia Elétrica (código 06), Nota Fiscal/Conta de fornecimento d'água canalizada (código 29) e Nota Fiscal/Conta Fornecimento de Gás (Código 28)",C510,19,VL_PIS,float,,,,,True,,,,02,N,,,OC,,,,Valor do PIS
EFD-ICMS-IPI,C,C510,,,True,3,1:N,,Não apresentar,O,"Itens do Documento - Nota Fiscal/Conta de Energia Elétrica (código 06), Nota Fiscal/Conta de fornecimento d'água canalizada (código 29) e Nota Fiscal/Conta Fornecimento de Gás (Código 28)",C510,20,VL_COFINS,float,,,,,True,,,,02,N,,,OC,,,,Valor da COFINS
EFD-ICMS-IPI,C,C510,,,True,3,1:N,,Não apresentar,O,"Itens do Documento - Nota Fiscal/Conta de Energia Elétrica (código 06), Nota Fiscal/Conta de fornecimento d'água canalizada (código 29) e Nota Fiscal/Conta Fornecimento de Gás (Código 28)",C510,21,COD_CTA,char,,,,,True,,,,,C,,,OC,,,,Código da conta analítica contábil debitada/creditada
EFD-ICMS-IPI,C,C590,,True,True,3,1:N,,O,O,"Registro Analítico do Documento - Nota Fiscal/Conta de Energia Elétrica (código 06), Nota Fiscal de Energia Elétrica Eletrônica (código 66), Nota Fiscal/Conta de fornecimento d'água canalizada (código 29) e Nota Fiscal/Conta Fornecimento de Gás (Código 28)",C590,2,CST_ICMS,char,,True,True,,,,003*,numeric_code,,N,,O,O,,,,"Código da Situação Tributária, conforme a Tabela indicada no item 4.3.1."
EFD-ICMS-IPI,C,C590,,True,True,3,1:N,,O,O,"Registro Analítico do Documento - Nota Fiscal/Conta de Energia Elétrica (código 06), Nota Fiscal de Energia Elétrica Eletrônica (código 66), Nota Fiscal/Conta de fornecimento d'água canalizada (código 29) e Nota Fiscal/Conta Fornecimento de Gás (Código 28)",C590,3,CFOP,char,,True,True,,,,004*,numeric_code,,N,,O,O,,,,Código Fiscal de Operação e Prestação do agrupamento de itens
EFD-ICMS-IPI,C,C590,,True,True,3,1:N,,O,O,"Registro Analítico do Documento - Nota Fiscal/Conta de Energia Elétrica (código 06), Nota Fiscal de Energia Elétrica Eletrônica (código 66), Nota Fiscal/Conta de fornecimento d'água canalizada (código 29) e Nota Fiscal/Conta Fornecimento de Gás (Código 28)",C590,4,ALIQ_ICMS,float,,,,,True,True,006,,02,N,,OC,OC,,,,Alíquota do ICMS
EFD-ICMS-IPI,C,C590,,True,True,3,1:N,,O,O,"Registro Analítico do Documento - Nota Fiscal/Conta de Energia Elétrica (código 06), Nota Fiscal de Energia Elétrica Eletrônica (código 66), Nota Fiscal/Conta de fornecimento d'água canalizada (código 29) e Nota Fiscal/Conta Fornecimento de Gás (Código 28)",C590,5,VL_OPR,float,,True,True,,,,,,02,N,,O,O,,,,"Valor da operação correspondente à combinação de CST_ICMS, CFOP, e alíquota do ICMS."
EFD-ICMS-IPI,C,C590,,True,True,3,1:N,,O,O,"Registro Analítico do Documento - Nota Fiscal/Conta de Energia Elétrica (código 06), Nota Fiscal de Energia Elétrica Eletrônica (código 66), Nota Fiscal/Conta de fornecimento d'água canalizada (código 29) e Nota Fiscal/Conta Fornecimento de Gás (Código 28)",C590,6,VL_BC_ICMS,float,,,True,,,True,,,02,N,,OC,O,,,,"Parcela correspondente ao ""Valor da base de cálculo do ICMS"" referente à combinação de CST_ICMS, CFOP e alíquota do ICMS."
EFD-ICMS-IPI,C,C590,,True,True,3,1:N,,O,O,"Registro Analítico do Documento - Nota Fiscal/Conta de Energia Elétrica (código 06), Nota Fiscal de Energia Elétrica Eletrônica (código 66), Nota Fiscal/Conta de fornecimento d'água canalizada (código 29) e Nota Fiscal/Conta Fornecimento de Gás (Código 28)",C590,7,VL_ICMS,float,,,True,,,True,,,02,N,,OC,O,,,,"Parcela correspondente ao ""Valor do ICMS"" referente à combinação de CST_ICMS, CFOP e alíquota do ICMS."
EFD-ICMS-IPI,C,C590,,True,True,3,1:N,,O,O,"Registro Analítico do Documento - Nota Fiscal/Conta de Energia Elétrica (código 06), Nota Fiscal de Energia Elétrica Eletrônica (código 66), Nota Fiscal/Conta de fornecimento d'água canalizada (código 29) e Nota Fiscal/Conta Fornecimento de Gás (Código 28)",C590,8,VL_BC_ICMS_ST,float,,,True,,,True,,,02,N,,OC,O,,,,"Parcela correspondente ao ""Valor da base de cálculo do ICMS"" da substituição tributária referente à combinação de CST_ICMS, CFOP e alíquota do ICMS."
EFD-ICMS-IPI,C,C590,,True,True,3,1:N,,O,O,"Registro Analítico do Documento - Nota Fiscal/Conta de Energia Elétrica (código 06), Nota Fiscal de Energia Elétrica Eletrônica (código 66), Nota Fiscal/Conta de fornecimento d'água canalizada (código 29) e Nota Fiscal/Conta Fornecimento de Gás (Código 28)",C590,9,VL_ICMS_ST,float,,,True,,,True,,,02,N,,OC,O,,,,"Parcela correspondente ao valor creditado/debitado do ICMS da substituição tributária, referente à combinação de CST_ICMS, CFOP, e alíquota do ICMS."
EFD-ICMS-IPI,C,C590,,True,True,3,1:N,,O,O,"Registro Analítico do Documento - Nota Fiscal/Conta de Energia Elétrica (código 06), Nota Fiscal de Energia Elétrica Eletrônica (código 66), Nota Fiscal/Conta de fornecimento d'água canalizada (código 29) e Nota Fiscal/Conta Fornecimento de Gás (Código 28)",C590,10,VL_RED_BC,float,,,True,,,True,,,02,N,,OC,O,,,,"Valor não tributado em função da redução da base de cálculo do ICMS, referente à combinação de CST_ICMS, CFOP e alíquota do ICMS."
EFD-ICMS-IPI,C,C590,,True,True,3,1:N,,O,O,"Registro Analítico do Documento - Nota Fiscal/Conta de Energia Elétrica (código 06), Nota Fiscal de Energia Elétrica Eletrônica (código 66), Nota Fiscal/Conta de fornecimento d'água canalizada (código 29) e Nota Fiscal/Conta Fornecimento de Gás (Código 28)",C590,11,COD_OBS,char,,,,,True,True,006,,,C,,OC,OC,,,,Código da observação do lançamento fiscal (campo 02 do Registro 0460)
EFD-ICMS-IPI,C,C600,,,True,2,V,,Não apresentar,O,"Consolidação Diária de Notas Fiscais/Contas de Energia Elétrica (Código 06), Nota Fiscal/Conta de Fornecimento d´água (código 29) e Nota Fiscal/Conta de Fornecimento de Gás (Código 28) - (Empresas não obrigadas ao Convênio ICMS 115/03)",C600,2,COD_MOD,char,,,True,,,,002*,,,C,,,O,,,,"Código do modelo do documento fiscal, conforme a Tabela 4.1.1"
EFD-ICMS-IPI,C,C600,,,True,2,V,,Não apresentar,O,"Consolidação Diária de Notas Fiscais/Contas de Energia Elétrica (Código 06), Nota Fiscal/Conta de Fornecimento d´água (código 29) e Nota Fiscal/Conta de Fornecimento de Gás (Código 28) - (Empresas não obrigadas ao Convênio ICMS 115/03)",C600,3,COD_MUN,char,,,True,,,,007*,numeric_code,,N,,,O,,,,"Código do município dos pontos de consumo, conforme a tabela IBGE"
EFD-ICMS-IPI,C,C600,,,True,2,V,,Não apresentar,O,"Consolidação Diária de Notas Fiscais/Contas de Energia Elétrica (Código 06), Nota Fiscal/Conta de Fornecimento d´água (código 29) e Nota Fiscal/Conta de Fornecimento de Gás (Código 28) - (Empresas não obrigadas ao Convênio ICMS 115/03)",C600,4,SER,char,,,,,True,,004,,,C,,,OC,,,,Série do documento fiscal
EFD-ICMS-IPI,C,C600,,,True,2,V,,Não apresentar,O,"Consolidação Diária de Notas Fiscais/Contas de Energia Elétrica (Código 06), Nota Fiscal/Conta de Fornecimento d´água (código 29) e Nota Fiscal/Conta de Fornecimento de Gás (Código 28) - (Empresas não obrigadas ao Convênio ICMS 115/03)",C600,5,SUB,char,,,,,True,,003,numeric_code,,N,,,OC,,,,Subsérie do documento fiscal
EFD-ICMS-IPI,C,C600,,,True,2,V,,Não apresentar,O,"Consolidação Diária de Notas Fiscais/Contas de Energia Elétrica (Código 06), Nota Fiscal/Conta de Fornecimento d´água (código 29) e Nota Fiscal/Conta de Fornecimento de Gás (Código 28) - (Empresas não obrigadas ao Convênio ICMS 115/03)",C600,6,COD_CONS,char,,,True,,,,002*,,,C,,,O,,,,- Código de classe de consumo de energia elétrica ou gás: 01 - Comercial 02 - Consumo Próprio 03 - Iluminação Pública 04 - Industrial 05 - Poder Público 06 - Residencial 07 - Rural 08 -Serviço Público. - Código de classe de consumo de Fornecimento D´água – Tabela 4.4.2.
EFD-ICMS-IPI,C,C600,,,True,2,V,,Não apresentar,O,"Consolidação Diária de Notas Fiscais/Contas de Energia Elétrica (Código 06), Nota Fiscal/Conta de Fornecimento d´água (código 29) e Nota Fiscal/Conta de Fornecimento de Gás (Código 28) - (Empresas não obrigadas ao Convênio ICMS 115/03)",C600,7,QTD_CONS,int,,,True,,,,,,,N,,,O,,,,Quantidade de documentos consolidados neste registro
EFD-ICMS-IPI,C,C600,,,True,2,V,,Não apresentar,O,"Consolidação Diária de Notas Fiscais/Contas de Energia Elétrica (Código 06), Nota Fiscal/Conta de Fornecimento d´água (código 29) e Nota Fiscal/Conta de Fornecimento de Gás (Código 28) - (Empresas não obrigadas ao Convênio ICMS 115/03)",C600,8,QTD_CANC,int,,,,,True,,,,,N,,,OC,,,,Quantidade de documentos cancelados
EFD-ICMS-IPI,C,C600,,,True,2,V,,Não apresentar,O,"Consolidação Diária de Notas Fiscais/Contas de Energia Elétrica (Código 06), Nota Fiscal/Conta de Fornecimento d´água (código 29) e Nota Fiscal/Conta de Fornecimento de Gás (Código 28) - (Empresas não obrigadas ao Convênio ICMS 115/03)",C600,9,DT_DOC,date,,,True,,,,008*,,,N,,,O,,,,Data dos documentos consolidados
EFD-ICMS-IPI,C,C600,,,True,2,V,,Não apresentar,O,"Consolidação Diária de Notas Fiscais/Contas de Energia Elétrica (Código 06), Nota Fiscal/Conta de Fornecimento d´água (código 29) e Nota Fiscal/Conta de Fornecimento de Gás (Código 28) - (Empresas não obrigadas ao Convênio ICMS 115/03)",C600,10,VL_DOC,float,,,True,,,,,,02,N,,,O,,,,Valor total dos documentos
EFD-ICMS-IPI,C,C600,,,True,2,V,,Não apresentar,O,"Consolidação Diária de Notas Fiscais/Contas de Energia Elétrica (Código 06), Nota Fiscal/Conta de Fornecimento d´água (código 29) e Nota Fiscal/Conta de Fornecimento de Gás (Código 28) - (Empresas não obrigadas ao Convênio ICMS 115/03)",C600,11,VL_DESC,float,,,,,True,,,,02,N,,,OC,,,,Valor acumulado dos descontos
EFD-ICMS-IPI,C,C600,,,True,2,V,,Não apresentar,O,"Consolidação Diária de Notas Fiscais/Contas de Energia Elétrica (Código 06), Nota Fiscal/Conta de Fornecimento d´água (código 29) e Nota Fiscal/Conta de Fornecimento de Gás (Código 28) - (Empresas não obrigadas ao Convênio ICMS 115/03)",C600,12,CONS,int,,,,,True,,,,,N,,,OC,,,,"Consumo total acumulado, em kWh (Código 06)"
EFD-ICMS-IPI,C,C600,,,True,2,V,,Não apresentar,O,"Consolidação Diária de Notas Fiscais/Contas de Energia Elétrica (Código 06), Nota Fiscal/Conta de Fornecimento d´água (código 29) e Nota Fiscal/Conta de Fornecimento de Gás (Código 28) - (Empresas não obrigadas ao Convênio ICMS 115/03)",C600,13,VL_FORN,float,,,,,True,,,,02,N,,,OC,,,,Valor acumulado do fornecimento
EFD-ICMS-IPI,C,C600,,,True,2,V,,Não apresentar,O,"Consolidação Diária de Notas Fiscais/Contas de Energia Elétrica (Código 06), Nota Fiscal/Conta de Fornecimento d´água (código 29) e Nota Fiscal/Conta de Fornecimento de Gás (Código 28) - (Empresas não obrigadas ao Convênio ICMS 115/03)",C600,14,VL_SERV_NT,float,,,,,True,,,,02,N,,,OC,,,,Valor acumulado dos serviços não- tributados pelo ICMS
EFD-ICMS-IPI,C,C600,,,True,2,V,,Não apresentar,O,"Consolidação Diária de Notas Fiscais/Contas de Energia Elétrica (Código 06), Nota Fiscal/Conta de Fornecimento d´água (código 29) e Nota Fiscal/Conta de Fornecimento de Gás (Código 28) - (Empresas não obrigadas ao Convênio ICMS 115/03)",C600,15,VL_TERC,float,,,,,True,,,,02,N,,,OC,,,,Valores cobrados em nome de terceiros
EFD-ICMS-IPI,C,C600,,,True,2,V,,Não apresentar,O,"Consolidação Diária de Notas Fiscais/Contas de Energia Elétrica (Código 06), Nota Fiscal/Conta de Fornecimento d´água (código 29) e Nota Fiscal/Conta de Fornecimento de Gás (Código 28) - (Empresas não obrigadas ao Convênio ICMS 115/03)",C600,16,VL_DA,float,,,,,True,,,,02,N,,,OC,,,,Valor acumulado das despesas acessórias
EFD-ICMS-IPI,C,C600,,,True,2,V,,Não apresentar,O,"Consolidação Diária de Notas Fiscais/Contas de Energia Elétrica (Código 06), Nota Fiscal/Conta de Fornecimento d´água (código 29) e Nota Fiscal/Conta de Fornecimento de Gás (Código 28) - (Empresas não obrigadas ao Convênio ICMS 115/03)",C600,17,VL_BC_ICMS,float,,,,,True,,,,02,N,,,OC,,,,Valor acumulado da base de cálculo do ICMS
EFD-ICMS-IPI,C,C600,,,True,2,V,,Não apresentar,O,"Consolidação Diária de Notas Fiscais/Contas de Energia Elétrica (Código 06), Nota Fiscal/Conta de Fornecimento d´água (código 29) e Nota Fiscal/Conta de Fornecimento de Gás (Código 28) - (Empresas não obrigadas ao Convênio ICMS 115/03)",C600,18,VL_ICMS,float,,,,,True,,,,02,N,,,OC,,,,Valor acumulado do ICMS
EFD-ICMS-IPI,C,C600,,,True,2,V,,Não apresentar,O,"Consolidação Diária de Notas Fiscais/Contas de Energia Elétrica (Código 06), Nota Fiscal/Conta de Fornecimento d´água (código 29) e Nota Fiscal/Conta de Fornecimento de Gás (Código 28) - (Empresas não obrigadas ao Convênio ICMS 115/03)",C600,19,VL_BC_ICMS_ST,float,,,,,True,,,,02,N,,,OC,,,,Valor acumulado da base de cálculo do ICMS substituição tributária
EFD-ICMS-IPI,C,C600,,,True,2,V,,Não apresentar,O,"Consolidação Diária de Notas Fiscais/Contas de Energia Elétrica (Código 06), Nota Fiscal/Conta de Fornecimento d´água (código 29) e Nota Fiscal/Conta de Fornecimento de Gás (Código 28) - (Empresas não obrigadas ao Convênio ICMS 115/03)",C600,20,VL_ICMS_ST,float,,,,,True,,,,02,N,,,OC,,,,Valor acumulado do ICMS retido por substituição tributária
EFD-ICMS-IPI,C,C600,,,True,2,V,,Não apresentar,O,"Consolidação Diária de Notas Fiscais/Contas de Energia Elétrica (Código 06), Nota Fiscal/Conta de Fornecimento d´água (código 29) e Nota Fiscal/Conta de Fornecimento de Gás (Código 28) - (Empresas não obrigadas ao Convênio ICMS 115/03)",C600,21,VL_PIS,float,,,,,True,,,,02,N,,,OC,,,,Valor acumulado do PIS
EFD-ICMS-IPI,C,C600,,,True,2,V,,Não apresentar,O,"Consolidação Diária de Notas Fiscais/Contas de Energia Elétrica (Código 06), Nota Fiscal/Conta de Fornecimento d´água (código 29) e Nota Fiscal/Conta de Fornecimento de Gás (Código 28) - (Empresas não obrigadas ao Convênio ICMS 115/03)",C600,22,VL_COFINS,float,,,,,True,,,,02,N,,,OC,,,,Valor acumulado COFINS
EFD-ICMS-IPI,C,C601,,,True,3,1:N,,Não apresentar,O,"Documentos cancelados - Consolidação diária de notas fiscais/conta de energia elétrica (Código 06), nota fiscal/conta de fornecimento de água (código 29) e nota fiscal/conta de fornecimento de gás (código 28)",C601,2,NUM_DOC_CANC,char,,,True,,,,009,numeric_code,,N,,,O,,,,Número do documento fiscal cancelado
EFD-ICMS-IPI,C,C610,,,True,3,1:N,,Não apresentar,O,"Itens do Documento Consolidado - Notas Fiscais/Contas de Energia Elétrica (Código 06), Nota Fiscal/Conta de Fornecimento d´água (código 29) e Nota Fiscal/Conta de Fornecimento de Gás (Código 28) - (Empresas não obrigadas ao Convênio ICMS 115/03)",C610,2,COD_CLASS,char,,,,,True,,004*,numeric_code,,N,,,OC,,,,"Código de classificação do item de energia elétrica, conforme Tabela 4.4.1"
EFD-ICMS-IPI,C,C610,,,True,3,1:N,,Não apresentar,O,"Itens do Documento Consolidado - Notas Fiscais/Contas de Energia Elétrica (Código 06), Nota Fiscal/Conta de Fornecimento d´água (código 29) e Nota Fiscal/Conta de Fornecimento de Gás (Código 28) - (Empresas não obrigadas ao Convênio ICMS 115/03)",C610,3,COD_ITEM,char,,,True,,,,060,,,C,,,O,,,,Código do item (campo 02 do Registro 0200)
EFD-ICMS-IPI,C,C610,,,True,3,1:N,,Não apresentar,O,"Itens do Documento Consolidado - Notas Fiscais/Contas de Energia Elétrica (Código 06), Nota Fiscal/Conta de Fornecimento d´água (código 29) e Nota Fiscal/Conta de Fornecimento de Gás (Código 28) - (Empresas não obrigadas ao Convênio ICMS 115/03)",C610,4,QTD,float,,,True,,,,,,03,N,,,O,,,,Quantidade acumulada do item
EFD-ICMS-IPI,C,C610,,,True,3,1:N,,Não apresentar,O,"Itens do Documento Consolidado - Notas Fiscais/Contas de Energia Elétrica (Código 06), Nota Fiscal/Conta de Fornecimento d´água (código 29) e Nota Fiscal/Conta de Fornecimento de Gás (Código 28) - (Empresas não obrigadas ao Convênio ICMS 115/03)",C610,5,UNID,char,,,True,,,,006,,,C,,,O,,,,Unidade do item (Campo 02 do registro 0190)
EFD-ICMS-IPI,C,C610,,,True,3,1:N,,Não apresentar,O,"Itens do Documento Consolidado - Notas Fiscais/Contas de Energia Elétrica (Código 06), Nota Fiscal/Conta de Fornecimento d´água (código 29) e Nota Fiscal/Conta de Fornecimento de Gás (Código 28) - (Empresas não obrigadas ao Convênio ICMS 115/03)",C610,6,VL_ITEM,float,,,True,,,,,,02,N,,,O,,,,Valor acumulado do item
